cc,country,distance,force_ping_select,host,https_functional,id,isp_id,lat,lon,name,preferred,sponsor,url
DE,Germany,213,,speedtestnet.relaix.net.prod.hosts.ooklaserver.net:8080,1,43512,37072,50.7753,6.0839,Aachen,0,RelAix Networks GmbH,http://speedtestnet.relaix.net:8080/speedtest/upload.php
DK,Denmark,648,,speedtest.telenor.dk:8080,1,11530,45285,57.0488,9.9217,Aalborg,0,Telenor Denmark,http://speedtest.telenor.dk:8080/speedtest/upload.php
US,United States,4272,,speedtest1.wctel.com.prod.hosts.ooklaserver.net:8080,1,6015,47675,34.1786,-82.3792,"Abbeville, SC",0,West Carolina,http://speedtest1.wctel.com:8080/speedtest/upload.php
GB,United Kingdom,603,,speedtest2.converged.co.uk.prod.hosts.ooklaserver.net:8080,1,69984,9588,57.1526,-2.1100,Aberdeen,0,Converged Communication Solutions,http://speedtest2.converged.co.uk:8080/speedtest/upload.php
US,United States,4375,,st-abr.midco.net.prod.hosts.ooklaserver.net:8080,1,14316,151917,45.4647,-98.4865,"Aberdeen, SD",0,Midco,http://st-abr.midco.net:8080/speedtest/upload.php
US,United States,4375,,speedcheck.nvc.net.prod.hosts.ooklaserver.net:8080,1,34216,3149,45.4647,-98.4865,"Aberdeen, SD",0,Northern Valley Communications,http://speedcheck.nvc.net:8080/speedtest/upload.php
US,United States,4375,,speedtest.wavelengthinternet.com.prod.hosts.ooklaserver.net:8080,1,30942,191477,45.4647,-98.4865,"Aberdeen, SD",0,Wavelength LLC,http://speedtest.wavelengthinternet.com:8080/speedtest/upload.php
CI,Côte d'Ivoire,3032,,speedtest1.orange.ci.prod.hosts.ooklaserver.net:8080,1,45390,153730,5.3600,-4.0083,Abidjan,0,ORANGE CI - 10G,http://speedtest1.orange.ci:8080/speedtest/upload.php
CI,Côte d'Ivoire,3034,,moovspeedtest.moov-africa.ci.prod.hosts.ooklaserver.net:8080,1,54009,170198,5.3333,-4.0333,Abidjan,0,MOOV AFRICA CI,http://moovspeedtest.moov-africa.ci:8080/speedtest/upload.php
CI,Côte d'Ivoire,3034,,speedtest.abj.ci.canalbox.net.prod.hosts.ooklaserver.net:8080,1,30328,191743,5.3333,-4.0333,Abidjan,0,CanalBox,http://speedtest.abj.ci.canalbox.net:8080/speedtest/upload.php
CI,Côte d'Ivoire,3034,,speedtest.mtnbusiness.ci.prod.hosts.ooklaserver.net:8080,1,15448,33217,5.3333,-4.0333,Abidjan,0,MTN COTE D'IVOIRE,http://speedtest.mtnbusiness.ci:8080/speedtest/upload.php
US,United States,5069,,speedtest35.suddenlink.net.prod.hosts.ooklaserver.net:8080,1,5420,47677,32.4500,-99.7500,"Abilene, TX",0,Optimum Online,http://speedtest35.suddenlink.net:8080/speedtest/upload.php
US,United States,5069,,speedtest.taylortel.net.prod.hosts.ooklaserver.net:8080,1,29657,212954,32.4500,-99.7500,"Abilene, TX",0,Taylor Telecom,http://speedtest.taylortel.net:8080/speedtest/upload.php
US,United States,5069,,speedtest-i20.wtconnect.com.prod.hosts.ooklaserver.net:8080,1,41132,324245,32.4500,-99.7500,"Abilene, TX",0,WesTex Connect,http://speedtest-i20.wtconnect.com:8080/speedtest/upload.php
GB,United Kingdom,252,,speedtest.slough.oxide.ox.ac.uk:8080,1,55637,2795,51.6708,-1.2880,Abingdon,0,"University of Oxford, IT Services",http://speedtest.slough.oxide.ox.ac.uk:8080/speedtest/upload.php
IN,India,3892,,sp1.angelbroadband.com.prod.hosts.ooklaserver.net:8080,1,20419,169281,30.1453,74.1993,Abohar,0,ANGEL BROADBAND,http://sp1.angelbroadband.com:8080/speedtest/upload.php
BR,Brazil,4529,,teste.janetfibra.com.br:8080,1,56857,198612,-7.9055,-34.9049,Abreu e Lima,0,Janet Fibra,http://teste.janetfibra.com.br:8080/speedtest/upload.php
BR,Brazil,4530,,conectteste.ajustconsulting.com.br:8080,1,60652,148718,-7.9201,-34.9089,Abreu e Lima,0,Conect Fibra,http://conectteste.ajustconsulting.com.br:8080/speedtest/upload.php
BR,Brazil,4530,,speedtest.spaconet.com.br.prod.hosts.ooklaserver.net:8080,1,28651,171715,-7.9201,-34.9089,Abreu e Lima,0,SPACONET TELECOMUNICACOES,http://speedtest.spaconet.com.br:8080/speedtest/upload.php
NG,Nigeria,2768,,speedtest.galaxybackbone.com.ng.prod.hosts.ooklaserver.net:8080,1,53092,48517,9.0667,7.4833,Abuja,0,Galaxy Backbone Ltd,http://speedtest.galaxybackbone.com.ng:8080/speedtest/upload.php
NG,Nigeria,2768,,speedtest.layer3.ng.prod.hosts.ooklaserver.net:8080,1,69194,187502,9.0667,7.4833,Abuja,0,Layer3 Ltd,http://speedtest.layer3.ng:8080/speedtest/upload.php
MX,Mexico,5890,,speedtest.acap.megared.net.mx:8080,1,67729,69153,16.8517,-99.9097,Acapulco,0,Megacable,http://speedtest.acap.megared.net.mx:8080/speedtest/upload.php
MX,Mexico,5890,,medidor-gro-hidalgo-1.uninet.net.mx.prod.hosts.ooklaserver.net:8080,1,3353,28,16.8517,-99.9097,Acapulco,0,INFINITUM,http://medidor-gro-hidalgo-1.uninet.net.mx:8080/speedtest/upload.php
MX,Mexico,5890,,acapulco.speedtest.totalplay.com.mx.prod.hosts.ooklaserver.net:8080,1,43735,98018,16.8517,-99.9097,Acapulco,0,Totalplay,http://acapulco.speedtest.totalplay.com.mx:8080/speedtest/upload.php
GH,Ghana,2995,,speedtest.airteltigo.com.gh.prod.hosts.ooklaserver.net:8080,1,11055,96789,5.6037,-0.1869,Accra,0,Airteltigo Ghana,http://speedtest.airteltigo.com.gh:8080/speedtest/upload.php
GH,Ghana,2995,,speedtest.chillzone.xyz.prod.hosts.ooklaserver.net:8080,1,52390,315540,5.6037,-0.1870,Accra,0,Dimension Data Ltd,http://speedtest.chillzone.xyz:8080/speedtest/upload.php
GH,Ghana,2995,,speedtest.nita.gov.gh.prod.hosts.ooklaserver.net:8080,1,46919,182865,5.6037,-0.1870,Accra,0,NITA-SMARTINFRACO,http://speedtest.nita.gov.gh:8080/speedtest/upload.php
GH,Ghana,2999,,speedtest.vobiss.net.prod.hosts.ooklaserver.net:8080,1,35819,203165,5.5500,-0.2167,Accra,0,Vobiss Solutions Limited,http://speedtest.vobiss.net:8080/speedtest/upload.php
GH,Ghana,2999,,speedtest.dolphintelecom.net.prod.hosts.ooklaserver.net:8080,1,17654,95495,5.5500,-0.2167,Accra,0,Dolphin Telecom,http://speedtest.dolphintelecom.net:8080/speedtest/upload.php
GH,Ghana,2999,,bwtacc01.inet.com.gh.prod.hosts.ooklaserver.net:8080,1,36965,191388,5.5500,-0.2167,Accra,0,iNETCOM Ghana,http://bwtacc01.inet.com.gh:8080/speedtest/upload.php
GH,Ghana,2999,,sp1.comsysghana.net.prod.hosts.ooklaserver.net:8080,1,17770,33623,5.5500,-0.2167,Accra,0,ComSys Ghana Ltd,http://sp1.comsysghana.net:8080/speedtest/upload.php
BR,Brazil,5884,,speedtest01.goodu.cabonnet.com.br.prod.hosts.ooklaserver.net:8080,1,57390,47710,-21.6824,-51.0741,Adamantina,0,Cabonnet,http://speedtest01.goodu.cabonnet.com.br:8080/speedtest/upload.php
TR,Turkey,1841,,speedtest5.vodafone.com.tr.prod.hosts.ooklaserver.net:8080,1,12701,14778,37.0000,35.3213,Adana,0,Vodafone TR,http://speedtest5.vodafone.com.tr:8080/speedtest/upload.php
TR,Türkiye,1841,,speedtest01.turk.net:8080,1,42546,34760,37.0000,35.3213,Adana,0,Turknet,http://speedtest01.turk.net:8080/speedtest/upload.php
TR,Turkey,1841,,adn1speedtest.turktelekom.com.tr:8080,1,8519,189,37.0000,35.3213,Adana,0,Türk Telekom,http://adn1speedtest.turktelekom.com.tr:8080/speedtest/upload.php
TR,Türkiye,1842,,syhn01.hizinitestet.com:8080,1,45755,76431,36.9914,35.3308,Adana,0,Turkcell,http://syhn01.hizinitestet.com:8080/speedtest/upload.php
ID,Indonesia,7089,,speedtest9.gpm.co.id.prod.hosts.ooklaserver.net:8080,1,44128,205167,-5.0673,105.5463,Sukadana,0,PT. Giga Patra Multimedia,http://speedtest9.gpm.co.id:8080/speedtest/upload.php
ET,Ethiopia,3470,,ookla.ethiotelecom.et.prod.hosts.ooklaserver.net:8080,1,48973,14613,8.9806,38.7578,Addis Ababa,0,Ethio Telecom,http://ookla.ethiotelecom.et:8080/speedtest/upload.php
AU,Australia,10041,,speed.ade.aussiebroadband.com.au.prod.hosts.ooklaserver.net:8080,1,15135,7219,-34.9285,138.6007,Adelaide,0,Aussie Broadband,http://speed.ade.aussiebroadband.com.au:8080/speedtest/upload.php
AU,Australia,10041,,ookla.a1.neptune.net.au.prod.hosts.ooklaserver.net:8080,1,66975,299995,-34.9285,138.6007,Adelaide,0,Neptune Internet,http://ookla.a1.neptune.net.au:8080/speedtest/upload.php
AU,Australia,10041,,spd01-adl.au.superloop.com.prod.hosts.ooklaserver.net:8080,1,55298,150616,-34.9290,138.6010,Adelaide,0,Superloop Australia Pty Ltd,http://spd01-adl.au.superloop.com:8080/speedtest/upload.php
AU,Australia,10041,,ade1.speedtest.telstra.net:8080,1,12495,39,-34.9290,138.6010,Adelaide,0,Telstra,http://ade1.speedtest.telstra.net:8080/speedtest/upload.php
AU,Australia,10041,,sa-prka-st1.speedtest.aarnet.net.au:8080,1,62436,10195,-34.9290,138.6010,Adelaide,0,AARNet,http://sa-prka-st1.speedtest.aarnet.net.au:8080/speedtest/upload.php
AU,Australia,10041,,speedtest-adelaide.optusnet.com.au:8080,1,30936,71769,-34.9290,138.6010,Adelaide,0,Optus,http://speedtest-adelaide.optusnet.com.au:8080/speedtest/upload.php
AU,Australia,10041,,sa.speedtest.leaptel.com.au.prod.hosts.ooklaserver.net:8080,1,38294,170214,-34.9290,138.6010,Adelaide,0,Leaptel,http://sa.speedtest.leaptel.com.au:8080/speedtest/upload.php
AU,Australia,10041,,speedtest.ade01.launtel.net.au.prod.hosts.ooklaserver.net:8080,1,63279,137873,-34.9290,138.6010,Adelaide,0,Launtel,http://speedtest.ade01.launtel.net.au:8080/speedtest/upload.php
AU,Australia,10041,,speedtest-adl.sa.au.hostuniversal.com.au.prod.hosts.ooklaserver.net:8080,1,70394,136098,-34.9290,138.6010,Adelaide,0,Host Universal,http://speedtest-adl.sa.au.hostuniversal.com.au:8080/speedtest/upload.php
AU,Australia,10041,,sa.speedtest.exetel.com.au.prod.hosts.ooklaserver.net:8080,1,13277,908,-34.9290,138.6010,Adelaide,0,Exetel,http://sa.speedtest.exetel.com.au:8080/speedtest/upload.php
AU,Australia,10041,,colocity.speedtest.gslnetworks.com.prod.hosts.ooklaserver.net:8080,1,48362,274339,-34.9290,138.6010,Adelaide,0,GSL Networks,http://colocity.speedtest.gslnetworks.com:8080/speedtest/upload.php
AU,Australia,10041,,ookla.kernwifi.com.au.prod.hosts.ooklaserver.net:8080,1,16907,161871,-34.9290,138.6010,Adelaide,0,KernWi-Fi Pty Ltd,http://ookla.kernwifi.com.au:8080/speedtest/upload.php
CD,DR Congo,3768,,speedtest.afrinet.cd.prod.hosts.ooklaserver.net:8080,1,69659,101207,-4.4419,15.2663,Kinshasa,0,AfriNet SA,http://speedtest.afrinet.cd:8080/speedtest/upload.php
US,United States,4935,,speedtest.silverstar.com.prod.hosts.ooklaserver.net:8080,1,16667,9885,42.7249,-110.9319,"Afton, WY",0,Silver Star Communications,http://speedtest.silverstar.com:8080/speedtest/upload.php
IN,India,4954,,st.nebindia.com.prod.hosts.ooklaserver.net:8080,1,68655,265004,23.8315,91.2868,Agartala,0,NE Broadband,http://st.nebindia.com:8080/speedtest/upload.php
IN,India,4954,,bsnlooklaagt.mywire.org.prod.hosts.ooklaserver.net:8080,1,7002,73461,23.8315,91.2868,Agartala,0,BHARAT SANCHAR NIGAM LTD,http://bsnlooklaagt.mywire.org:8080/speedtest/upload.php
IN,India,4954,,st.unistarbroadband.com.prod.hosts.ooklaserver.net:8080,1,61971,265004,23.8315,91.2868,Agartala,0,Unistar BroadBand,http://st.unistarbroadband.com:8080/speedtest/upload.php
IT,Italy,475,,speedtest-valdagno.wifiweb.it.prod.hosts.ooklaserver.net:8080,1,55373,32033,45.6448,11.3025,Valdagno,0,Wifiweb s.r.l.,http://speedtest-valdagno.wifiweb.it:8080/speedtest/upload.php
US,United States,5023,,sp1-magnolia.tachus.com.prod.hosts.ooklaserver.net:8080,1,56411,112536,30.2094,-95.7508,"Magnolia, TX",0,Tachus Fiber Internet,http://sp1-magnolia.tachus.com:8080/speedtest/upload.php
ES,Spain,673,,speedtest.redesopticassalmantinas.es.prod.hosts.ooklaserver.net:8080,1,41201,2930,40.9331,-5.6503,Carbajosa de la Sagrada,0,Redes Ópticas Salmantinas,http://speedtest.redesopticassalmantinas.es:8080/speedtest/upload.php
US,United States,4060,,speedtest.lagrangeremcisp.net.prod.hosts.ooklaserver.net:8080,1,48317,324146,41.6289,-85.3963,"LaGrange, IN",0,LaGrange County REMC,http://speedtest.lagrangeremcisp.net:8080/speedtest/upload.php
IN,India,4201,,speedtest.onremote.in.prod.hosts.ooklaserver.net:8080,1,69007,295942,27.1767,78.0081,Agra,0,ONREMOTE Telecom,http://speedtest.onremote.in:8080/speedtest/upload.php
IN,India,4201,,sp22.upcspl.com.prod.hosts.ooklaserver.net:8080,1,59746,114256,27.1767,78.0081,Agra,0,U P COMMUNICATION SERVICES PVT LTD.,http://sp22.upcspl.com:8080/speedtest/upload.php
IN,India,4201,,speedtest.ojionline.in:8080,1,73285,234262,27.1767,78.0081,Agra,0,oji communication pvt ltd,http://speedtest.ojionline.in:8080/speedtest/upload.php
US,United States,4438,,speedtest.kudzuconnect.com:8080,1,59623,324288,33.0362,-85.0322,"Lagrange, GA",0,Kudzu Networks,http://speedtest.kudzuconnect.com:8080/speedtest/upload.php
IN,India,4456,,speedtestpryg.digiwaynet.com.prod.hosts.ooklaserver.net:8080,1,56715,131177,25.4358,81.8463,Prayagraj,0,DIGIWAYNET PVT LTD,http://speedtestpryg.digiwaynet.com:8080/speedtest/upload.php
DO,Dominican Republic,4471,,speedtest.villanet.com.do.prod.hosts.ooklaserver.net:8080,1,72643,0,18.6760,-70.1757,Villa Altagracia,0,VillaNet,http://speedtest.villanet.com.do:8080/speedtest/upload.php
BR,Brazil,4893,,speed.itanagranovanet.net.br:8080,1,46525,229925,-12.2601,-38.0376,Itanagra,0,NovaNet Itanagra,http://speed.itanagranovanet.net.br:8080/speedtest/upload.php
VE,Venezuela,4936,,speedtest.pypnetworks.com:8080,1,68562,0,10.7179,-71.5275,Los Puertos de Altagracia,0,Pnet C.A.,http://speedtest.pypnetworks.com:8080/speedtest/upload.php
CO,Colombia,5484,,blg.fibranetplus.com.prod.hosts.ooklaserver.net:8080,1,61142,277661,4.2109,-76.1557,Bugalagrande,0,FIBRANETPLUS S.A.S.,http://blg.fibranetplus.com:8080/speedtest/upload.php
BR,Brazil,4594,,ookla.bzconecta.com.br.prod.hosts.ooklaserver.net:8080,1,70452,119439,-8.4555,-35.9445,Agrestina,0,BZ Conecta,http://ookla.bzconecta.com.br:8080/speedtest/upload.php
US,United States,3880,,speedtest.avci.net.prod.hosts.ooklaserver.net:8080,1,63938,848,43.8300,-83.2700,"Pigeon, MI",0,Agri-Valley Communications Inc,http://speedtest.avci.net:8080/speedtest/upload.php
EC,Ecuador,5726,,speedtest.tvnetlago.com.prod.hosts.ooklaserver.net:8080,1,58226,0,0.0727,-76.7337,Lago Agrio,0,TVNET LAGO,http://speedtest.tvnetlago.com:8080/speedtest/upload.php
MX,Mexico,5723,,speedtest.ags.megared.net.mx:8080,1,60079,69153,21.8842,-102.2911,Aguascalientes,0,Megacable,http://speedtest.ags.megared.net.mx:8080/speedtest/upload.php
MX,Mexico,5723,,ags.speedtest.totalplay.com.mx.prod.hosts.ooklaserver.net:8080,1,41968,98018,21.8842,-102.2911,Aguascalientes,0,Totalplay,http://ags.speedtest.totalplay.com.mx:8080/speedtest/upload.php
MX,Mexico,5723,,medidor-ags-vinedo-1.uninet.net.mx.prod.hosts.ooklaserver.net:8080,1,3344,28,21.8842,-102.2911,Aguascalientes,0,INFINITUM,http://medidor-ags-vinedo-1.uninet.net.mx:8080/speedtest/upload.php
MX,Mexico,5723,,sp1.jahwifi.mx.prod.hosts.ooklaserver.net:8080,1,16064,478,21.8842,-102.2911,Aguascalientes,0,Jah Wifi,http://sp1.jahwifi.mx:8080/speedtest/upload.php
MX,Mexico,5723,,speedtest-ags100g.transtelco.net.prod.hosts.ooklaserver.net:8080,1,69414,75079,21.8842,-102.2911,Aguascalientes,0,Flō Networks,http://speedtest-ags100g.transtelco.net:8080/speedtest/upload.php
MX,Mexico,5723,,speed2.wibo.mx.prod.hosts.ooklaserver.net:8080,1,40052,235320,21.8842,-102.2911,Aguascalientes,0,Conectix,http://speed2.wibo.mx:8080/speedtest/upload.php
MX,Mexico,5723,,speedtest.aguascalientes.izzi.mx.prod.hosts.ooklaserver.net:8080,1,53782,33937,21.8842,-102.2911,Aguascalientes,0,IZZI,http://speedtest.aguascalientes.izzi.mx:8080/speedtest/upload.php
MX,Mexico,5723,,speedtest.onfiber.com.mx.prod.hosts.ooklaserver.net:8080,1,58727,256792,21.8842,-102.2911,Aguascalientes,0,Onfiber SA,http://speedtest.onfiber.com.mx:8080/speedtest/upload.php
BR,Brazil,5860,,speedtest-cdn.redenetprovedor.com.br:8080,1,20801,183880,-22.4715,-48.9791,Agudos,0,REDENET.DIGITAL,http://speedtest-cdn.redenetprovedor.com.br:8080/speedtest/upload.php
IN,India,4153,,speedahm1.jioconnect.com.prod.hosts.ooklaserver.net:8080,1,10197,137615,23.0225,72.5714,Ahmedabad,0,Jio,http://speedahm1.jioconnect.com:8080/speedtest/upload.php
IN,India,4153,,st.blazenet.biz:8080,1,14822,3418,23.0225,72.5714,Ahmedabad,0,BlazeNet Ltd.,http://st.blazenet.biz:8080/speedtest/upload.php
IN,India,4153,,speedtest.kingnetsol.com.prod.hosts.ooklaserver.net:8080,1,45298,210957,23.0225,72.5714,Ahmedabad,0,KingNetSol,http://speedtest.kingnetsol.com:8080/speedtest/upload.php
IN,India,4153,,bsnlooklaahb.mywire.org.prod.hosts.ooklaserver.net:8080,1,5812,73461,23.0225,72.5714,Ahmedabad,0,BHARAT SANCHAR NIGAM LTD,http://bsnlooklaahb.mywire.org:8080/speedtest/upload.php
IN,India,4153,,speedtest.guj.vodafoneidea.com:8080,1,71694,23698,23.0225,72.5714,Ahmedabad,0,Vi India,http://speedtest.guj.vodafoneidea.com:8080/speedtest/upload.php
IN,India,4153,,speedtestahmd.actcorp.in.prod.hosts.ooklaserver.net:8080,1,51969,64789,23.0300,72.5800,Ahmedabad,0,ACT FIBERNET,http://speedtestahmd.actcorp.in:8080/speedtest/upload.php
IN,India,4153,,speedtest.ahmedabad.plusnet.co.in.prod.hosts.ooklaserver.net:8080,1,52155,98640,23.0300,72.5800,Ahmedabad,0,Plusnet Communication Pvt Ltd,http://speedtest.ahmedabad.plusnet.co.in:8080/speedtest/upload.php
IN,India,4153,,speedtest.oceanicnet.in:8080,1,18782,160961,23.0300,72.5800,Ahmedabad,0,OCEANICNET,https://speedtest.oceanicnet.in:8080/speedtest/upload.php
IN,India,4153,,speedtest.dishawaves.com.prod.hosts.ooklaserver.net:8080,1,12953,127895,23.0300,72.5800,Ahmedabad,0,Dishawaves Infonet Pvt Ltd,http://speedtest.dishawaves.com:8080/speedtest/upload.php
IN,India,4153,,sp1-ahm.youbroadband.in.prod.hosts.ooklaserver.net:8080,1,6460,71775,23.0300,72.5800,Ahmedabad,0,YOU Broadband India Pvt. Ltd.,http://sp1-ahm.youbroadband.in:8080/speedtest/upload.php
IN,India,4153,,speedtest-abd01.gtpl.net.prod.hosts.ooklaserver.net:8080,1,16273,86204,23.0300,72.5800,Ahmedabad,0,GTPL Broadband Pvt Ltd,http://speedtest-abd01.gtpl.net:8080/speedtest/upload.php
IN,India,4153,,speedtest1.ishancloud.com.prod.hosts.ooklaserver.net:8080,1,6328,27544,23.0300,72.5800,Ahmedabad,0,Ishan Netsol Pvt Ltd,http://speedtest1.ishancloud.com:8080/speedtest/upload.php
IR,Iran,2682,,ahvaz1.irancell.ir.prod.hosts.ooklaserver.net:8080,1,10272,28069,31.3203,48.6692,Ahvaz,0,Irancell,http://ahvaz1.irancell.ir:8080/speedtest/upload.php
US,United States,3928,,speedtestakron.arkdnacloud.com.prod.hosts.ooklaserver.net:8080,1,73986,324192,41.0814,-81.5190,"Akron, OH",0,ark Data Centers LLC,http://speedtestakron.arkdnacloud.com:8080/speedtest/upload.php
KZ,Kazakhstan,2319,,speedtest.aktau.telecom.kz.prod.hosts.ooklaserver.net:8080,1,37170,42851,43.7667,51.2000,Aktau,0,Kazakhtelecom,http://speedtest.aktau.telecom.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2319,,speedtest.bikada.kz.prod.hosts.ooklaserver.net:8080,1,54021,139671,43.7667,51.2000,Aktau,0,Bikada,http://speedtest.bikada.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2319,,akt-st-01.kcell.kz.prod.hosts.ooklaserver.net:8080,1,11216,82305,43.7667,51.2000,Aktau,0,KCell JSC,http://akt-st-01.kcell.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2319,,aku-st10g.2day.kz.prod.hosts.ooklaserver.net:8080,1,6994,75023,43.7667,51.2000,Aktau,0,Beeline KZ,http://aku-st10g.2day.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2323,,speedtest25.altel.kz.prod.hosts.ooklaserver.net:8080,1,27341,71762,43.6588,51.1975,Aktau,0,ALTEL 5G | TELE2 5G,http://speedtest25.altel.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2323,,speedtest-hw.xcom.kz:8080,1,49600,108008,43.6719,51.2121,Aktau,0,XCOM,http://speedtest-hw.xcom.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2323,,aktau-01.speedtest.telco.ftel.kz.prod.hosts.ooklaserver.net:8080,1,72077,313921,43.6719,51.2121,Aktau,0,Freedom Telecom,http://aktau-01.speedtest.telco.ftel.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2405,,speedtest.aktobe.telecom.kz.prod.hosts.ooklaserver.net:8080,1,37149,42851,50.2833,57.1667,Aktobe,0,Kazakhtelecom,http://speedtest.aktobe.telecom.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2405,,speedtest5.altel.kz.prod.hosts.ooklaserver.net:8080,1,9027,71762,50.2833,57.1667,Aktobe,0,ALTEL 5G | TELE2 5G,http://speedtest5.altel.kz:8080/speedtest/upload.php
KZ,Kazakhstan,2405,,akt-st10g.2day.kz.prod.hosts.ooklaserver.net:8080,1,6969,75023,50.2833,57.1667,Aktobe,0,Beeline KZ,http://akt-st10g.2day.kz:8080/speedtest/upload.php
KW,Kuwait,2758,,speedest3.kw.zain.com.prod.hosts.ooklaserver.net:8080,1,8821,25883,29.0835,48.0735,Al Ahmadi,0,Zain Kuwait,http://speedest3.kw.zain.com:8080/speedtest/upload.php
SA,Saudi Arabia,2989,,speedtest-kbr.salam.sa.prod.hosts.ooklaserver.net:8080,1,13610,1270,26.2172,50.1971,Al-Khobar,0,Salam,http://speedtest-kbr.salam.sa:8080/speedtest/upload.php
BR,Brazil,4897,,speedtest.primmusfibra.com.br:8080,1,57227,163001,-12.1340,-38.4211,Alagoinhas,0,PRIMMUS FIBRA,http://speedtest.primmusfibra.com.br:8080/speedtest/upload.php
BR,Brazil,4897,,speed.start.psi.br:8080,1,55214,322520,-12.1340,-38.4211,Alagoinhas,0,Start Networks SA,http://speed.start.psi.br:8080/speedtest/upload.php
BR,Brazil,4897,,teste.flixnnet.com.br:8080,1,71936,315640,-12.1340,-38.4211,Alagoinhas,0,Flix Net,http://teste.flixnnet.com.br:8080/speedtest/upload.php
US,United States,5283,,speedtest.tularosa.net.prod.hosts.ooklaserver.net:8080,1,15292,4994,32.8995,-105.9603,"Alamogordo, NM",0,Tularosa Communications,http://speedtest.tularosa.net:8080/speedtest/upload.php
ES,Spain,817,,speedtest.antisatelecom.es.prod.hosts.ooklaserver.net:8080,1,8149,132402,38.7833,-6.2333,Alange,0,Antisa Telecom,http://speedtest.antisatelecom.es:8080/speedtest/upload.php
US,United States,4228,,speedtest.albanytel.com.prod.hosts.ooklaserver.net:8080,1,14282,69021,45.6300,-94.5700,"Albany, MN",0,Albany Mutual Telephone Association,http://speedtest.albanytel.com:8080/speedtest/upload.php
US,United States,3542,,speedtest-albany.greenlightnetworks.com.prod.hosts.ooklaserver.net:8080,1,62491,108152,42.6525,-73.7572,"Albany, NY",0,Greenlight Networks,http://speedtest-albany.greenlightnetworks.com:8080/speedtest/upload.php
US,United States,3542,,speedtest.inoc.net:8080,1,11526,163084,42.6525,-73.7572,"Albany, NY",0,INOC Data Centers,http://speedtest.inoc.net:8080/speedtest/upload.php
US,United States,3542,,speedtest.turnkeyinternet.net.prod.hosts.ooklaserver.net:8080,1,10292,27666,42.6525,-73.7572,"Albany, NY",0,"TurnKey Internet, Inc.",http://speedtest.turnkeyinternet.net:8080/speedtest/upload.php
IT,Italy,434,,st3.rocketway.it.prod.hosts.ooklaserver.net:8080,1,5762,114519,44.0500,8.2167,Albenga,0,Rocket Way,http://st3.rocketway.it:8080/speedtest/upload.php
US,United States,5037,,speedtest-alb-2.atcnet.net.prod.hosts.ooklaserver.net:8080,1,32266,3514,42.4108,-113.5808,"Albion, ID",0,ATC Communications,http://speedtest-alb-2.atcnet.net:8080/speedtest/upload.php
US,United States,5190,,speedtest4.ezeefiber.net:8080,1,67606,13004,35.1107,-106.6100,"Albuquerque, NM",0,EZEE Fiber,http://speedtest4.ezeefiber.net:8080/speedtest/upload.php
US,United States,5190,,stosat-albq-01.sys.comcast.net.prod.hosts.ooklaserver.net:8080,1,1773,20,35.1107,-106.6100,"Albuquerque, NM",0,Comcast,http://stosat-albq-01.sys.comcast.net:8080/speedtest/upload.php
US,United States,5190,,speedtestalbq.vexusfiber.com:8080,1,62294,212835,35.1107,-106.6100,"Albuquerque, NM",0,Vexus Fiber,http://speedtestalbq.vexusfiber.com:8080/speedtest/upload.php
US,United States,5190,,albuquerque.speedtest.centurylink.net:8080,1,10056,86113,35.1107,-106.6100,"Albuquerque, NM",0,CenturyLink,http://albuquerque.speedtest.centurylink.net:8080/speedtest/upload.php
US,United States,5190,,albuquerque-speedtest.sacredwindcommunications.com.prod.hosts.ooklaserver.net:8080,1,62425,180221,35.1107,-106.6100,"Albuquerque, NM",0,Sacred Wind Communications,http://albuquerque-speedtest.sacredwindcommunications.com:8080/speedtest/upload.php
US,United States,5190,,speedtest4.plateautel.net.prod.hosts.ooklaserver.net:8080,1,16869,19775,35.1107,-106.6100,"Albuquerque, NM",0,Plateau Telecommunications,http://speedtest4.plateautel.net:8080/speedtest/upload.php
ES,Spain,646,,speedtest1.digimobil.es:8080,1,51461,160073,40.5371,-3.6371,Alcobendas,0,Digimobil,http://speedtest1.digimobil.es:8080/speedtest/upload.php
BR,Brazil,6513,,alegrete.redeconesul.com.br.prod.hosts.ooklaserver.net:8080,1,52458,147711,-29.7838,-55.7910,Alegrete,0,Rede Conesul Telecomunicações,http://alegrete.redeconesul.com.br:8080/speedtest/upload.php
BR,Brazil,6513,,speedalegrete.fronteirainternet.com.br:8080,1,28134,181156,-29.7838,-55.7910,Alegrete,0,Fronteira Internet,http://speedalegrete.fronteirainternet.com.br:8080/speedtest/upload.php
PL,Poland,774,,tester.stormmedia.pl.prod.hosts.ooklaserver.net:8080,1,30315,63749,51.8194,19.3038,Aleksandrow Lodzki,0,Stormmedia,http://tester.stormmedia.pl:8080/speedtest/upload.php
