cc,country,distance,force_ping_select,host,https_functional,id,isp_id,lat,lon,name,preferred,sponsor,url
BR,Brazil,5825,,sp1.litoralconect.com.br:8080,1,63657,288535,-23.8011,-45.4026,São Sebastião,0,Litoral Conect,http://sp1.litoralconect.com.br:8080/speedtest/upload.php
BR,Brazil,6325,,speedtest.litoraltelecom.com.br:8080,1,43989,155127,-29.7650,-50.0289,Capão da Canoa,0,Litoral Telecom,http://speedtest.litoraltelecom.com.br:8080/speedtest/upload.php
BZ,Belize,5331,,speedtest-ow.belizetelemedia.net:8080,1,58954,75183,18.0842,-88.5710,Orange Walk,0,Digi,http://speedtest-ow.belizetelemedia.net:8080/speedtest/upload.php
AW,Aruba,4776,,speedtestors.setarnet.aw.prod.hosts.ooklaserver.net:8080,1,73812,4126,12.5227,-70.0353,Oranjestad,0,Setar N.V.,http://speedtestors.setarnet.aw:8080/speedtest/upload.php
BR,Brazil,4394,,teste.orbetelecom.com.br.prod.hosts.ooklaserver.net:8080,1,46729,217158,-3.6073,-38.9684,São Gonçalo do Amarante,0,Orbe Telecom,http://teste.orbetelecom.com.br:8080/speedtest/upload.php
IN,India,4655,,speedtest.consamtelecom.com.prod.hosts.ooklaserver.net:8080,1,53649,245357,26.2986,87.2686,Forbesganj,0,CONSAM Telecom Pvt Ltd,http://speedtest.consamtelecom.com:8080/speedtest/upload.php
CL,Chile,7613,,st4.homenet.cl.prod.hosts.ooklaserver.net:8080,1,57121,139127,-39.1006,-72.6764,Gorbea,0,HomeNet,http://st4.homenet.cl:8080/speedtest/upload.php
GE,Georgia,1936,,speedtest.ordunet.ge.prod.hosts.ooklaserver.net:8080,1,50502,120089,42.5091,41.8670,Zugdidi,0,ORDUNET,http://speedtest.ordunet.ge:8080/speedtest/upload.php
CZ,Czechia,621,,s1.orelsoft.cz.prod.hosts.ooklaserver.net:8080,1,10543,105825,50.5124,16.0161,Upice,0,ORELSOFT.cz,http://s1.orelsoft.cz:8080/speedtest/upload.php
EC,Ecuador,5766,,speedtest.grupococavision.com:8080,1,64014,250454,-0.4617,-76.9931,Francisco de Orellana,0,Grupo Cocavision,http://speedtest.grupococavision.com:8080/speedtest/upload.php
MX,Mexico,5800,,speed.tvctepa.com:8080,1,33698,194456,20.8098,-102.7652,Tepatitlán de Morelos,0,TV CABLE TEPA,http://speed.tvctepa.com:8080/speedtest/upload.php
US,United States,5090,,orem-speedtest.utopiafiber.com.prod.hosts.ooklaserver.net:8080,1,60813,148500,40.2969,-111.6939,"Orem, UT",0,UTOPIA Fiber,http://orem-speedtest.utopiafiber.com:8080/speedtest/upload.php
US,United States,4497,,speed-server1.summit-broadband.com:8080,1,28307,58565,28.4158,-81.2989,"Orlando, FL",0,Summit Broadband,http://speed-server1.summit-broadband.com:8080/speedtest/upload.php
US,United States,4497,,orlando.speedtest.centurylink.net:8080,1,10161,86113,28.4158,-81.2989,"Orlando, FL",0,CenturyLink,http://orlando.speedtest.centurylink.net:8080/speedtest/upload.php
US,United States,4497,,speedtest.832communications.com.prod.hosts.ooklaserver.net:8080,1,12840,324298,28.4158,-81.2989,"Orlando, FL",0,832 Communications,http://speedtest.832communications.com:8080/speedtest/upload.php
BR,Brazil,5719,,speedtest.ftthtelecom.com.br.prod.hosts.ooklaserver.net:8080,1,49611,193069,-20.7172,-47.8803,Orlândia,0,FTTH Telecom,http://speedtest.ftthtelecom.com.br:8080/speedtest/upload.php
KZ,Kazakhstan,3430,,speedtest.ustkamenogorsk.telecom.kz.prod.hosts.ooklaserver.net:8080,1,37166,42851,49.9749,82.6017,Ust'-Kamenogorsk,0,Kazakhtelecom,http://speedtest.ustkamenogorsk.telecom.kz:8080/speedtest/upload.php
PL,Poland,901,,speedtest.karwos.net.prod.hosts.ooklaserver.net:8080,1,7823,178330,53.6333,21.8000,Orzysz,0,KarwosNET,http://speedtest.karwos.net:8080/speedtest/upload.php
US,United States,4272,,speedtest.osage.net.prod.hosts.ooklaserver.net:8080,1,12155,66249,43.2841,-92.8191,"Osage, IA",0,Osage Municipal Telecommunications Utility,http://speedtest.osage.net:8080/speedtest/upload.php
BR,Brazil,5852,,velocimetro-oco.virtua.com.br.prod.hosts.ooklaserver.net:8080,1,21935,87729,-23.5286,-46.7767,Osasco,0,Claro Net Vírtua - OCO,http://velocimetro-oco.virtua.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,speedtestjmstelecom.com.br.prod.hosts.ooklaserver.net:8080,1,67890,197702,-23.5286,-46.7767,Osasco,0,JMS TELECOM,http://speedtestjmstelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,speedosas.zaaztelecom.com.br.prod.hosts.ooklaserver.net:8080,1,50189,207100,-23.5286,-46.7767,Osasco,0,ZAAZ TELECOM,http://speedosas.zaaztelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,stmc.livefibratelecom.com.br.prod.hosts.ooklaserver.net:8080,1,32749,201228,-23.5286,-46.7767,Osasco,0,Live Fibra Telecom Ltda,http://stmc.livefibratelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,ookla.conectfibratelecom.com.br.prod.hosts.ooklaserver.net:8080,1,56069,192678,-23.5286,-46.7767,Osasco,0,CONECT FIBRA,http://ookla.conectfibratelecom.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,speedtest.bravinhonet.com.br:8080,1,61863,128340,-23.5286,-46.7767,Osasco,0,Bravinho Net,http://speedtest.bravinhonet.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,stmc.speednetwork.com.br:8080,1,35138,201884,-23.5286,-46.7767,Osasco,0,Speed Network Telecom Ltda,http://stmc.speednetwork.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,fast.alphafibra.com.br:8080,1,58660,193008,-23.5286,-46.7767,Osasco,0,Alpha Fibra,http://fast.alphafibra.com.br:8080/speedtest/upload.php
BR,Brazil,5852,,stmc.royalinternet.com.br:8080,1,72375,315953,-23.5286,-46.7767,Osasco,0,Royal Internet,http://stmc.royalinternet.com.br:8080/speedtest/upload.php
US,United States,4077,,speedtest-wi.usinternet.com:8080,1,69923,4635,44.0247,-88.5426,"Oshkosh, WI",0,US Internet,http://speedtest-wi.usinternet.com:8080/speedtest/upload.php
KZ,Kazakhstan,3430,,speedtest13.altel.kz.prod.hosts.ooklaserver.net:8080,1,9031,71762,49.9833,82.6167,Oskemen,0,ALTEL 5G | TELE2 5G,http://speedtest13.altel.kz:8080/speedtest/upload.php
KZ,Kazakhstan,3430,,osk-st10g.2day.kz.prod.hosts.ooklaserver.net:8080,1,6979,75023,49.9833,82.6167,Oskemen,0,Beeline KZ,http://osk-st10g.2day.kz:8080/speedtest/upload.php
NO,Norway,837,,ulvspeedtestben1.altibox.net:8080,1,64051,39625,59.9494,10.7564,Oslo,0,Lyse Tele AS,http://ulvspeedtestben1.altibox.net:8080/speedtest/upload.php
NO,Norway,837,,test.telenor.net:8080,1,12919,53978,59.9494,10.7564,Oslo,0,Telenor Norge AS,http://test.telenor.net:8080/speedtest/upload.php
NO,Norway,837,,osl.speedtest.as2116.net.prod.hosts.ooklaserver.net:8080,1,11787,180893,59.9494,10.7564,Oslo,0,Broadnet,http://osl.speedtest.as2116.net:8080/speedtest/upload.php
NO,Norway,837,,ytelse-osl.uninett.no.prod.hosts.ooklaserver.net:8080,1,64688,86505,59.9494,10.7564,Oslo,0,Sikt - Uninett,http://ytelse-osl.uninett.no:8080/speedtest/upload.php
NO,Norway,837,,speedtest.get.no.prod.hosts.ooklaserver.net:8080,1,31861,132316,59.9494,10.7564,Oslo,0,Telia Norge AS,http://speedtest.get.no:8080/speedtest/upload.php
NO,Norway,837,,osl-speedtest.dataoppdrag.no.prod.hosts.ooklaserver.net:8080,1,18316,231665,59.9494,10.7564,Oslo,0,Iver Norge AS,http://osl-speedtest.dataoppdrag.no:8080/speedtest/upload.php
NO,Norway,837,,speed.blix.com.prod.hosts.ooklaserver.net:8080,1,32410,43647,59.9494,10.7564,Oslo,0,Blix Solutions AS,http://speed.blix.com:8080/speedtest/upload.php
NO,Norway,837,,speedtest.nextgentel.no.prod.hosts.ooklaserver.net:8080,1,8018,629,59.9494,10.7564,Oslo,0,NextGenTel AS,http://speedtest.nextgentel.no:8080/speedtest/upload.php
NO,Norway,837,,ookla-osl.net.avur.no.prod.hosts.ooklaserver.net:8080,1,18967,125048,59.9494,10.7564,Oslo,0,AVUR AS,http://ookla-osl.net.avur.no:8080/speedtest/upload.php
CL,Chile,7704,,speedtest-zos.mundopacifico.cl:8080,1,64923,23835,-40.5762,-73.1149,Osorno,0,Mundo Chile,http://speedtest-zos.mundopacifico.cl:8080/speedtest/upload.php
CZ,Czechia,720,,rychlost.poda.cz.prod.hosts.ooklaserver.net:8080,1,33391,101233,49.8356,18.2925,Ostrava,0,Poda,http://rychlost.poda.cz:8080/speedtest/upload.php
CZ,Czechia,720,,techcom.cz.prod.hosts.ooklaserver.net:8080,1,60886,44597,49.8356,18.2925,Ostrava,0,TechCom s.r.o.,http://techcom.cz:8080/speedtest/upload.php
BR,Brazil,6340,,osr-srv-spdprd-001.verointernet.com.br:8080,1,48974,128657,-29.9195,-50.2244,Osório,0,Vero Internet,https://osr-srv-spdprd-001.verointernet.com.br:8080/speedtest/upload.php
BR,Brazil,6340,,speed-oso.viuinternet.com.br:8080,1,43814,324005,-29.9195,-50.2244,Osório,0,Viu Internet,http://speed-oso.viuinternet.com.br:8080/speedtest/upload.php
BR,Brazil,6536,,speed.willynet.com.br:8080,1,34211,203598,-31.8647,-52.8189,Pedro Osório,0,WILLYNET,http://speed.willynet.com.br:8080/speedtest/upload.php
BR,Brazil,6193,,speedtest.networkdigital.inf.br.prod.hosts.ooklaserver.net:8080,1,34970,106404,-27.4794,-50.1236,Otacilio Costa,0,Network Digital,http://speedtest.networkdigital.inf.br:8080/speedtest/upload.php
CA,Canada,3514,,wirelinespeedtestottawa.srvr.bell.ca.prod.hosts.ooklaserver.net:8080,1,54836,254596,45.4167,-75.7000,"Ottawa, ON",0,Bell Canada,http://wirelinespeedtestottawa.srvr.bell.ca:8080/speedtest/upload.php
CA,Canada,3514,,stottawa.rogers.com:8080,1,46151,164,45.4167,-75.7000,"Ottawa, ON",0,Rogers,http://stottawa.rogers.com:8080/speedtest/upload.php
CA,Canada,3514,,mobilityooklaottawa.srvr.bell.ca.prod.hosts.ooklaserver.net:8080,1,38374,0,45.4167,-75.7000,"Ottawa, ON",0,Bell Mobility,http://mobilityooklaottawa.srvr.bell.ca:8080/speedtest/upload.php
CA,Canada,3514,,stottawawireless.rogers.com:8080,1,46422,164,45.4167,-75.7000,"Ottawa, ON",0,Rogers Wireless,http://stottawawireless.rogers.com:8080/speedtest/upload.php
CA,Canada,3514,,speedtest.hiboonetworks.com.prod.hosts.ooklaserver.net:8080,1,68258,299371,45.4167,-75.7000,"Ottawa, ON",0,Hiboo Networks,http://speedtest.hiboonetworks.com:8080/speedtest/upload.php
CA,Canada,3514,,stottawa.netcrawler.ca.prod.hosts.ooklaserver.net:8080,1,54175,226932,45.4167,-75.7000,"Ottawa, ON",0,Netcrawler.ca Internet,http://stottawa.netcrawler.ca:8080/speedtest/upload.php
BF,Burkina Faso,2533,,speedtest2.fasonet.bf.prod.hosts.ooklaserver.net:8080,1,64668,86454,12.3714,-1.5197,Ouagadougou,0,Moov Africa Burkina,http://speedtest2.fasonet.bf:8080/speedtest/upload.php
BF,Burkina Faso,2552,,speedtest.mail-bf.com.prod.hosts.ooklaserver.net:8080,1,45061,86385,12.1204,-1.7841,Ouagadougou,0,IPSystems,http://speedtest.mail-bf.com:8080/speedtest/upload.php
BF,Burkina Faso,2552,,speedtest.oua.bf.canalbox.net.prod.hosts.ooklaserver.net:8080,1,39997,212309,12.1204,-1.7841,Ouagadougou,0,CanalBox,http://speedtest.oua.bf.canalbox.net:8080/speedtest/upload.php
DZ,Algeria,1179,,speedouargla.algerietelecom.dz:8080,1,60994,37683,31.9527,5.3335,Ouargla,0,Algérie Télécom,http://speedouargla.algerietelecom.dz:8080/speedtest/upload.php
FI,Finland,1401,,speedtest-oulu.lounea.fi.prod.hosts.ooklaserver.net:8080,1,67901,58557,65.0167,25.4667,Oulu,0,Lounea,http://speedtest-oulu.lounea.fi:8080/speedtest/upload.php
FI,Finland,1401,,speedtest.netplaza.fi:8080,1,2138,12153,65.0167,25.4667,Oulu,0,Cinia Oy,http://speedtest.netplaza.fi:8080/speedtest/upload.php
FI,Finland,1401,,speedtest2.valoonet.fi.prod.hosts.ooklaserver.net:8080,1,62670,252182,65.0167,25.4667,Oulu,0,Valoo,http://speedtest2.valoonet.fi:8080/speedtest/upload.php
BR,Brazil,5919,,orn01.speedtest.alaresinternet.com.br:8080,1,73434,39606,-22.9744,-49.8719,Ourinhos,0,Alares Internet,http://orn01.speedtest.alaresinternet.com.br:8080/speedtest/upload.php
BR,Brazil,4681,,sp1.provedortcnet.net.br:8080,1,15192,147309,-9.1622,-37.3587,Ouro Branco,0,TC NET,http://sp1.provedortcnet.net.br:8080/speedtest/upload.php
BR,Brazil,5574,,velocidade.ouronet.com.br:8080,1,26735,0,-20.5236,-43.6914,Ouro Branco,0,Ouro Net,http://velocidade.ouronet.com.br:8080/speedtest/upload.php
BR,Brazil,5764,,dns2.hardonline.com.br:8080,1,26139,128527,-22.2828,-46.3689,Ouro Fino,0,HardOnline Internet,http://dns2.hardonline.com.br:8080/speedtest/upload.php
BR,Brazil,5559,,ookla.interouro.net.br:8080,1,38197,174882,-20.3856,-43.5036,Ouro Preto,0,Interouro Telecom,http://ookla.interouro.net.br:8080/speedtest/upload.php
BR,Brazil,5676,,a.speedtest.souuni.com:8080,1,65471,288745,-10.6008,-62.3096,Ouro Preto do Oeste,0,Uni Internet,http://a.speedtest.souuni.com:8080/speedtest/upload.php
US,United States,5386,,speedtest.mvdsl.com.prod.hosts.ooklaserver.net:8080,1,2331,21268,36.5431,-114.4461,"Overton, NV",0,MVDSL,http://speedtest.mvdsl.com:8080/speedtest/upload.php
ES,Spain,546,,speedtest.fibraverde.es:8080,1,58641,232706,43.3623,-5.8485,Oviedo,0,"Fibraverde, Servicios de Telecomunicaciones SL",http://speedtest.fibraverde.es:8080/speedtest/upload.php
US,United States,3952,,speedtest4.daystarr.net.prod.hosts.ooklaserver.net:8080,1,55142,15548,42.9978,-84.1767,"Owosso, MI",0,DayStarr Communications,http://speedtest4.daystarr.net:8080/speedtest/upload.php
US,United States,3511,,oxfrma-speedtest-ookla-01.st.charter.com:8080,1,2405,131629,42.1852,-72.5636,"Oxford, MA",0,Spectrum,http://oxfrma-speedtest-ookla-01.st.charter.com:8080/speedtest/upload.php
US,United States,4563,,speedtest.nesparc.com.prod.hosts.ooklaserver.net:8080,1,33913,202951,34.3597,-89.5261,"Oxford, MS",0,NESPARC,http://speedtest.nesparc.com:8080/speedtest/upload.php
US,United States,4563,,speedtest.olemiss.edu.prod.hosts.ooklaserver.net:8080,1,6439,4121,34.3597,-89.5261,"Oxford, MS",0,The University of Mississippi,http://speedtest.olemiss.edu:8080/speedtest/upload.php
BR,Brazil,4411,,velocidade.fortelinkce.com.br.prod.hosts.ooklaserver.net:8080,1,51696,275193,-4.1732,-38.4609,Pacajus,0,FORTELINK CE,http://velocidade.fortelinkce.com.br:8080/speedtest/upload.php
BR,Brazil,4411,,sp1ookla.lxtelecom.net.br.prod.hosts.ooklaserver.net:8080,1,71564,128173,-4.1732,-38.4609,Pacajus,0,LX Telecom,http://sp1ookla.lxtelecom.net.br:8080/speedtest/upload.php
ID,Indonesia,6627,,v92.faznet.co.id:8080,1,36502,150969,-0.7896,100.2831,Padang,0,Faznet,http://v92.faznet.co.id:8080/speedtest/upload.php
ID,Indonesia,6639,,speedtest.flash.net.id:8080,1,64332,240002,-0.9480,100.3631,Padang,0,FLASH.NET.ID,http://speedtest.flash.net.id:8080/speedtest/upload.php
ID,Indonesia,6639,,speedtest.padang.telkomsel.com:8080,1,72888,67639,-0.9480,100.3631,Padang,0,Telkomsel,http://speedtest.padang.telkomsel.com:8080/speedtest/upload.php
ID,Indonesia,6639,,speed-pdg-01.ioh.co.id.prod.hosts.ooklaserver.net:8080,1,69133,28882,-0.9279,100.3863,Padang,0,PT. Indosat Tbk,http://speed-pdg-01.ioh.co.id:8080/speedtest/upload.php
ID,Indonesia,6641,,padang.speedtest.telkom.net.id:8080,1,59122,37723,-0.9471,100.4172,Padang,0,PT. Telekomunikasi Indonesia,http://padang.speedtest.telkom.net.id:8080/speedtest/upload.php
IT,Italy,507,,speedtest-pd.flynet.it.prod.hosts.ooklaserver.net:8080,1,55688,88642,45.4167,11.8667,Padova,0,FlyNet.it,http://speedtest-pd.flynet.it:8080/speedtest/upload.php
IT,Italy,507,,speedtest-pd.wifiweb.it.prod.hosts.ooklaserver.net:8080,1,54323,32033,45.4167,11.8667,Padova,0,Wifiweb s.r.l.,http://speedtest-pd.wifiweb.it:8080/speedtest/upload.php
IT,Italy,507,,speedtest020.telecomitalia.it.prod.hosts.ooklaserver.net:8080,1,5015,297179,45.4064,11.8768,Padova,0,TIM SpA,http://speedtest020.telecomitalia.it:8080/speedtest/upload.php
IT,Italy,507,,speedtest5.windtre.it.prod.hosts.ooklaserver.net:8080,1,28046,93055,45.4064,11.8768,Padova,0,Wind Tre,http://speedtest5.windtre.it:8080/speedtest/upload.php
BR,Brazil,5404,,speedtest.nownetfibra.com.br:8080,1,69268,295477,-15.1680,-48.2845,Padre Bernardo,0,NowNet Fibra,http://speedtest.nownetfibra.com.br:8080/speedtest/upload.php
BR,Brazil,5404,,speedtest.linenet.com.br.prod.hosts.ooklaserver.net:8080,1,8405,86638,-15.1680,-48.2845,Padre Bernardo,0,Linenet Suprimentos para Informática Ltda,http://speedtest.linenet.com.br:8080/speedtest/upload.php
BR,Brazil,5404,,speed.linkway.gvn.net.br:8080,1,72032,155565,-15.1680,-48.2845,Padre Bernardo,0,Link Way Informática,http://speed.linkway.gvn.net.br:8080/speedtest/upload.php
CL,Chile,7258,,speedtestph.tlink.cl:8080,1,70027,150101,-33.5707,-70.8058,Padre Hurtado,0,TLINK,http://speedtestph.tlink.cl:8080/speedtest/upload.php
CL,Chile,7593,,st18.homenet.cl.prod.hosts.ooklaserver.net:8080,1,70012,139127,-38.7682,-72.5990,Padre Las Casas,0,HomeNet,http://st18.homenet.cl:8080/speedtest/upload.php
US,United States,4398,,speedtest.ppsfibernet.com.prod.hosts.ooklaserver.net:8080,1,7684,65729,37.0722,-88.6275,"Paducah, KY",0,PPS Fibernet,http://speedtest.ppsfibernet.com:8080/speedtest/upload.php
US,United States,4398,,ookla.qsi.network.prod.hosts.ooklaserver.net:8080,1,52462,324490,37.0722,-88.6275,"Paducah, KY",0,Quad State Internet LLC,http://ookla.qsi.network:8080/speedtest/upload.php
AS,American Samoa,10026,,sp1.bluesky.as.prod.hosts.ooklaserver.net:8080,1,8464,36703,-14.2756,-170.7020,Pago Pago,0,Bluesky Communications,http://sp1.bluesky.as:8080/speedtest/upload.php
BR,Brazil,5534,,fiberpaineirasnet.rbsti.com.br:8080,1,55884,128880,-18.9052,-45.5347,Paineiras,0,NetFibra Telecom,http://fiberpaineirasnet.rbsti.com.br:8080/speedtest/upload.php
CL,Chile,7268,,speedtest-1.bitred.cl:8080,1,35008,139714,-33.8079,-70.7363,Paine,0,Bitred Telecomunicaciones,http://speedtest-1.bitred.cl:8080/speedtest/upload.php
CL,Chile,7268,,speedtestpaine.tlink.cl:8080,1,70030,150101,-33.8079,-70.7363,Paine,0,TLINK,http://speedtestpaine.tlink.cl:8080/speedtest/upload.php
PL,Poland,781,,speedtest1.ingram.com.pl.prod.hosts.ooklaserver.net:8080,1,2612,78212,51.1500,19.6022,Pajeczno,0,Systemy Tele-Informatyczne INGRAM,http://speedtest1.ingram.com.pl:8080/speedtest/upload.php
ID,Indonesia,6943,,speed-plb-01.ioh.co.id.prod.hosts.ooklaserver.net:8080,1,68558,28882,-2.9755,104.7439,Palembang,0,PT. Indosat Tbk,http://speed-plb-01.ioh.co.id:8080/speedtest/upload.php
ID,Indonesia,6945,,speedtest.palembang.myrepublic.net.id.prod.hosts.ooklaserver.net:8080,1,46443,108000,-2.9911,104.7567,Palembang,0,MyRepublic Indonesia,http://speedtest.palembang.myrepublic.net.id:8080/speedtest/upload.php
ID,Indonesia,6945,,speed.plg.nusa.net.id.prod.hosts.ooklaserver.net:8080,1,54430,249636,-2.9911,104.7567,Palembang,0,nusanet,http://speed.plg.nusa.net.id:8080/speedtest/upload.php
ID,Indonesia,6945,,palembang.speedtest.telkom.net.id:8080,1,7585,37723,-2.9911,104.7567,Palembang,0,PT. Telekomunikasi Indonesia,http://palembang.speedtest.telkom.net.id:8080/speedtest/upload.php
ID,Indonesia,6945,,speedtest.palembang2.telkomsel.com:8080,1,70719,67639,-2.9911,104.7567,Palembang,0,Telkomsel,http://speedtest.palembang2.telkomsel.com:8080/speedtest/upload.php
ID,Indonesia,6945,,speedtest.dotnet.id.prod.hosts.ooklaserver.net:8080,1,70907,315372,-2.9911,104.7567,Palembang,0,dotNET,http://speedtest.dotnet.id:8080/speedtest/upload.php
ID,Indonesia,6945,,speedtest14.lintas.net.id.prod.hosts.ooklaserver.net:8080,1,51642,94805,-2.9911,104.7567,Palembang,0,PT Lintas Jaringan Nusantara,http://speedtest14.lintas.net.id:8080/speedtest/upload.php
ID,Indonesia,6945,,speedtest.sis.net.id.prod.hosts.ooklaserver.net:8080,1,53323,150555,-2.9911,104.7567,Palembang,0,Sriwijaya Internet Services,http://speedtest.sis.net.id:8080/speedtest/upload.php
ID,Indonesia,6945,,v98.faznet.co.id:8080,1,36481,150969,-2.9911,104.7567,Palembang,0,Faznet,http://v98.faznet.co.id:8080/speedtest/upload.php
ID,Indonesia,6945,,speedtesthost.nextlink.co.id.prod.hosts.ooklaserver.net:8080,1,70965,300216,-2.9911,104.7567,Palembang,0,Nextmedia Teknologi Indonesia,http://speedtesthost.nextlink.co.id:8080/speedtest/upload.php
IT,Italy,924,,speedtestpa1.telecomitalia.it.prod.hosts.ooklaserver.net:8080,1,13638,297179,38.1157,13.3615,Palermo,0,TIM SpA,http://speedtestpa1.telecomitalia.it:8080/speedtest/upload.php
IT,Italy,924,,speedtest.neomedia.it:8080,1,27989,89346,38.1167,13.3667,Palermo,0,Neomedia,http://speedtest.neomedia.it:8080/speedtest/upload.php
IT,Italy,924,,speedtest-pal.melbicom.net:8080,1,37378,164198,38.1167,13.3667,Palermo,0,Melbicom,http://speedtest-pal.melbicom.net:8080/speedtest/upload.php
IN,India,4325,,speedtest001.worldspacebs.com.prod.hosts.ooklaserver.net:8080,1,45907,169021,19.6967,72.7699,Palghar,0,Worldspace,http://speedtest001.worldspacebs.com:8080/speedtest/upload.php
BR,Brazil,6157,,teste.xinternet.net.br:8080,1,73030,305004,-27.6411,-48.6790,Palhoça,0,X Internet,http://teste.xinternet.net.br:8080/speedtest/upload.php
BR,Brazil,6157,,svr-01-sc-pac-pac01-lnx-spd.verointernet.com.br:8080,1,67792,128657,-27.6466,-48.6704,Palhoça,0,Vero Internet,http://svr-01-sc-pac-pac01-lnx-spd.verointernet.com.br:8080/speedtest/upload.php
BR,Brazil,6157,,speedtest.maisinternet.net.br.prod.hosts.ooklaserver.net:8080,1,42250,131972,-27.6466,-48.6704,Palhoça,0,Mais Internet,http://speedtest.maisinternet.net.br:8080/speedtest/upload.php
BR,Brazil,6157,,speedtest.adminternet.com.br:8080,1,21779,155339,-27.6466,-48.6704,Palhoça,0,Informac Soluções Avançadas,http://speedtest.adminternet.com.br:8080/speedtest/upload.php
BR,Brazil,4674,,speedtest.profiber.net.br:8080,1,18689,154077,-9.4061,-36.6331,Palmeira dos Índios,0,Profiber Telecom,http://speedtest.profiber.net.br:8080/speedtest/upload.php
BR,Brazil,4674,,speedtest-al-palmeiradosindios.provedorsuperconnect.com.br.prod.hosts.ooklaserver.net:8080,1,55037,193159,-9.4061,-36.6331,Palmeira dos Indios,0,Super Connect Telecom,http://speedtest-al-palmeiradosindios.provedorsuperconnect.com.br:8080/speedtest/upload.php
BR,Brazil,5020,,speedtest.f1telecom.com.br:8080,1,59761,311667,-12.5147,-41.5782,Palmeiras,0,F1BRA INTERNET,http://speedtest.f1telecom.com.br:8080/speedtest/upload.php
PT,Portugal,905,,ookla01.nowo.pt.prod.hosts.ooklaserver.net:8080,1,62812,161161,38.5694,-8.9017,Palmela,0,NOWO,http://ookla01.nowo.pt:8080/speedtest/upload.php
NZ,New Zealand,11776,,speedtest4.inspire.net.nz:8080,1,3797,1537,-40.3550,175.6117,Palmerston North,0,Inspire Net Ltd,http://speedtest4.inspire.net.nz:8080/speedtest/upload.php
US,United States,3695,,speedtest1.ptd.net:8080,1,15197,190,40.8015,-75.6102,"Palmerton, PA",0,PenTeleData,http://speedtest1.ptd.net:8080/speedtest/upload.php
BR,Brazil,6130,,teste.qitelecom.net.br:8080,1,34306,65228,-24.2822,-53.8346,Palotina,0,QI TELECOM,http://teste.qitelecom.net.br:8080/speedtest/upload.php
IN,India,4583,,speedtest.lukestar.in.prod.hosts.ooklaserver.net:8080,1,13213,294675,15.5010,73.8294,Panaji,0,Lukestar Infotainment Pvt Ltd,http://speedtest.lukestar.in:8080/speedtest/upload.php
IN,India,4583,,speedtest.expl.in.prod.hosts.ooklaserver.net:8080,1,8949,114085,15.4909,73.8278,Panaji,0,EthernetXpress India Pvt Ltd,http://speedtest.expl.in:8080/speedtest/upload.php
IN,India,4583,,speedtest.mvntele.com:8080,1,65519,228480,15.4909,73.8278,Panaji,0,NV SKYNET,http://speedtest.mvntele.com:8080/speedtest/upload.php
IN,India,4583,,speedtest.vpmnetworks.com.prod.hosts.ooklaserver.net:8080,1,45468,227265,15.4909,73.8278,Panaji,0,VPM NETWORKS,http://speedtest.vpmnetworks.com:8080/speedtest/upload.php
IN,India,4583,,speedtestgoa02.bigventuresmedia.com:8080,1,55962,228480,15.4909,73.8278,Panaji,0,BIGVENTURES,http://speedtestgoa02.bigventuresmedia.com:8080/speedtest/upload.php
IN,India,4583,,speedmvn.mvntele.com.prod.hosts.ooklaserver.net:8080,1,42955,228480,15.4909,73.8278,Panaji,0,MVN Tele,http://speedmvn.mvntele.com:8080/speedtest/upload.php
IN,India,4583,,tswdooklaspeed1.jioconnect.com.prod.hosts.ooklaserver.net:8080,1,67867,137615,15.4909,73.8278,Panaji,0,Jio,http://tswdooklaspeed1.jioconnect.com:8080/speedtest/upload.php
PA,Panama,5387,,speedserver.wipet.com.prod.hosts.ooklaserver.net:8080,1,11924,351,9.0000,-79.5000,Panama City,0,Liberty Technologies,http://speedserver.wipet.com:8080/speedtest/upload.php
PA,Panama,5387,,speedtest.cwpanama.net.prod.hosts.ooklaserver.net:8080,1,72477,346,9.0000,-79.5000,Panama City,0,+Móvil Panamá,http://speedtest.cwpanama.net:8080/speedtest/upload.php
PA,Panama,5387,,speedtest.ufinet.com.pa.prod.hosts.ooklaserver.net:8080,1,31830,200869,9.0000,-79.5000,Panama,0,Ufinet,http://speedtest.ufinet.com.pa:8080/speedtest/upload.php
PA,Panama,5387,,speedtest.interfastpanama.com.prod.hosts.ooklaserver.net:8080,1,12632,156375,9.0000,-79.5000,Panama,0,Interfast Panama,http://speedtest.interfastpanama.com:8080/speedtest/upload.php
PA,Panama,5387,,speedtest.ovnicom.com:8080,1,16914,17275,9.0000,-79.5000,Panama City,0,OVNICOM,http://speedtest.ovnicom.com:8080/speedtest/upload.php
PA,Panama,5387,,speedtest.celero.network.prod.hosts.ooklaserver.net:8080,1,35937,94891,9.0000,-79.5000,Panama,0,Celero Networks Corp.,http://speedtest.celero.network:8080/speedtest/upload.php
